C,comp_time,outlier_ratio,test_accuracy,timeout,trial
625.0,0.03451204299926758,0.0,0.984,False,0.0
125.0,0.029082059860229492,0.0,0.984,False,0.0
25.0,0.029310941696166992,0.0,0.986,False,0.0
5.0,0.05611610412597656,0.0,0.983,False,0.0
1.0,0.02928900718688965,0.0,0.983,False,0.0
0.2,0.028469085693359375,0.0,0.9835,False,0.0
0.04,0.0290830135345459,0.0,0.9825,False,0.0
0.008,0.030585050582885742,0.0,0.983,False,0.0
0.0016,0.054945945739746094,0.0,0.0,False,0.0
625.0,0.026667118072509766,0.0,0.962,False,1.0
125.0,0.02622818946838379,0.0,0.962,False,1.0
25.0,0.026105880737304688,0.0,0.962,False,1.0
5.0,0.027052879333496094,0.0,0.962,False,1.0
1.0,0.026526927947998047,0.0,0.975,False,1.0
0.2,0.026766061782836914,0.0,0.981,False,1.0
0.04,0.026452064514160156,0.0,0.9825,False,1.0
0.008,0.026365041732788086,0.0,0.983,False,1.0
0.0016,0.028059959411621094,0.0,0.9825,False,1.0
625.0,0.02801203727722168,0.0,0.9655,False,2.0
125.0,0.025925874710083008,0.0,0.9655,False,2.0
25.0,0.02711796760559082,0.0,0.9655,False,2.0
5.0,0.025928974151611328,0.0,0.9655,False,2.0
1.0,0.02718806266784668,0.0,0.9655,False,2.0
0.2,0.02676701545715332,0.0,0.9735,False,2.0
0.04,0.02679300308227539,0.0,0.9765,False,2.0
0.008,0.026725053787231445,0.0,0.9825,False,2.0
0.0016,0.02732992172241211,0.0,0.986,False,2.0
625.0,0.026473045349121094,0.0,0.962,False,3.0
125.0,0.02884697914123535,0.0,0.962,False,3.0
25.0,0.026662111282348633,0.0,0.962,False,3.0
5.0,0.02743220329284668,0.0,0.962,False,3.0
1.0,0.06255197525024414,0.0,0.9585,False,3.0
0.2,0.02784109115600586,0.0,0.983,False,3.0
0.04,0.02662801742553711,0.0,0.982,False,3.0
0.008,0.026625871658325195,0.0,0.984,False,3.0
0.0016,0.028146982192993164,0.0,0.9785,False,3.0
625.0,0.027469158172607422,0.0,0.953,False,4.0
125.0,0.028278112411499023,0.0,0.953,False,4.0
25.0,0.027949094772338867,0.0,0.953,False,4.0
5.0,0.030714988708496094,0.0,0.953,False,4.0
1.0,0.027595996856689453,0.0,0.957,False,4.0
0.2,0.027150869369506836,0.0,0.9735,False,4.0
0.04,0.027853965759277344,0.0,0.9785,False,4.0
0.008,0.027432918548583984,0.0,0.981,False,4.0
0.0016,0.026896953582763672,0.0,0.9825,False,4.0
625.0,0.026736021041870117,0.0,0.982,False,5.0
125.0,0.0274050235748291,0.0,0.982,False,5.0
25.0,0.02609109878540039,0.0,0.982,False,5.0
5.0,0.02685093879699707,0.0,0.982,False,5.0
1.0,0.027157068252563477,0.0,0.982,False,5.0
0.2,0.02710890769958496,0.0,0.98,False,5.0
0.04,0.02795886993408203,0.0,0.981,False,5.0
0.008,0.027057886123657227,0.0,0.9825,False,5.0
0.0016,0.026372909545898438,0.0,0.983,False,5.0
625.0,0.0272371768951416,0.0,0.9675,False,6.0
125.0,0.027740001678466797,0.0,0.9675,False,6.0
25.0,0.026495933532714844,0.0,0.9675,False,6.0
5.0,0.026571989059448242,0.0,0.9675,False,6.0
1.0,0.026803016662597656,0.0,0.9695,False,6.0
0.2,0.02919316291809082,0.0,0.975,False,6.0
0.04,0.026204824447631836,0.0,0.9825,False,6.0
0.008,0.02760004997253418,0.0,0.984,False,6.0
0.0016,0.02733302116394043,0.0,0.983,False,6.0
625.0,0.028041839599609375,0.0,0.9675,False,7.0
125.0,0.026665925979614258,0.0,0.9675,False,7.0
25.0,0.026391983032226562,0.0,0.9675,False,7.0
5.0,0.02908802032470703,0.0,0.9675,False,7.0
1.0,0.026653051376342773,0.0,0.974,False,7.0
0.2,0.026621103286743164,0.0,0.977,False,7.0
0.04,0.029046058654785156,0.0,0.981,False,7.0
0.008,0.02699899673461914,0.0,0.9785,False,7.0
0.0016,0.027453899383544922,0.0,0.9765,False,7.0
625.0,0.0302579402923584,0.0,0.973,False,8.0
125.0,0.030007123947143555,0.0,0.973,False,8.0
25.0,0.02852797508239746,0.0,0.977,False,8.0
5.0,0.031726837158203125,0.0,0.977,False,8.0
1.0,0.029345989227294922,0.0,0.9815,False,8.0
0.2,0.030688047409057617,0.0,0.9815,False,8.0
0.04,0.027512073516845703,0.0,0.9825,False,8.0
0.008,0.027016878128051758,0.0,0.9855,False,8.0
0.0016,0.0273740291595459,0.0,0.9835,False,8.0
625.0,0.02933812141418457,0.0,0.9815,False,9.0
125.0,0.026279926300048828,0.0,0.9815,False,9.0
25.0,0.0265960693359375,0.0,0.9815,False,9.0
5.0,0.029076099395751953,0.0,0.9815,False,9.0
1.0,0.026865005493164062,0.0,0.982,False,9.0
0.2,0.02626800537109375,0.0,0.979,False,9.0
0.04,0.026669979095458984,0.0,0.9775,False,9.0
0.008,0.028891801834106445,0.0,0.98,False,9.0
0.0016,0.02625107765197754,0.0,0.9805,False,9.0
625.0,0.03066706657409668,0.0,0.9875,False,10.0
125.0,0.02913379669189453,0.0,0.988,False,10.0
25.0,0.028836965560913086,0.0,0.9875,False,10.0
5.0,0.029677867889404297,0.0,0.988,False,10.0
1.0,0.030002832412719727,0.0,0.9885,False,10.0
0.2,0.055207014083862305,0.0,0.985,False,10.0
0.04,0.029237031936645508,0.0,0.9825,False,10.0
0.008,0.029619932174682617,0.0,0.986,False,10.0
0.0016,0.029835939407348633,0.0,0.983,False,10.0
625.0,0.02962493896484375,0.0,0.977,False,11.0
125.0,0.026466846466064453,0.0,0.977,False,11.0
25.0,0.026639223098754883,0.0,0.977,False,11.0
5.0,0.027926921844482422,0.0,0.977,False,11.0
1.0,0.027220964431762695,0.0,0.979,False,11.0
0.2,0.027148962020874023,0.0,0.976,False,11.0
0.04,0.027354001998901367,0.0,0.9785,False,11.0
0.008,0.031661033630371094,0.0,0.9795,False,11.0
0.0016,0.026502132415771484,0.0,0.981,False,11.0
625.0,0.02734208106994629,0.0,0.982,False,12.0
125.0,0.029551029205322266,0.0,0.982,False,12.0
25.0,0.025890111923217773,0.0,0.982,False,12.0
5.0,0.026770830154418945,0.0,0.982,False,12.0
1.0,0.028180837631225586,0.0,0.982,False,12.0
0.2,0.0263211727142334,0.0,0.982,False,12.0
0.04,0.02721405029296875,0.0,0.982,False,12.0
0.008,0.0270540714263916,0.0,0.987,False,12.0
0.0016,0.027178049087524414,0.0,0.989,False,12.0
625.0,0.026573896408081055,0.0,0.963,False,13.0
125.0,0.026580810546875,0.0,0.963,False,13.0
25.0,0.026189804077148438,0.0,0.963,False,13.0
5.0,0.02669692039489746,0.0,0.963,False,13.0
1.0,0.027062177658081055,0.0,0.975,False,13.0
0.2,0.027091026306152344,0.0,0.9785,False,13.0
