comp_time,is_convex,nu,outlier_ratio,test_accuracy,trial
0.07484889030456543,True,0.9,0.0,0.9785,0.0
0.08428692817687988,True,0.8,0.0,0.978,0.0
0.05001997947692871,True,0.7,0.0,0.983,0.0
0.054003000259399414,True,0.6,0.0,0.9835,0.0
0.11089205741882324,True,0.5,0.0,0.9795,0.0
0.06972503662109375,True,0.4,0.0,0.981,0.0
0.044120073318481445,True,0.29999999999999993,0.0,0.9855,0.0
0.1620349884033203,True,0.19999999999999996,0.0,0.9785,0.0
0.06713294982910156,True,0.1,0.0,0.982,0.0
0.08783721923828125,True,0.9,0.0,0.964,1.0
0.1098020076751709,True,0.8,0.0,0.974,1.0
0.07544994354248047,True,0.7,0.0,0.9785,1.0
0.04650092124938965,True,0.6,0.0,0.982,1.0
0.05028390884399414,True,0.5,0.0,0.982,1.0
0.05024003982543945,True,0.4,0.0,0.983,1.0
0.06573104858398438,True,0.29999999999999993,0.0,0.983,1.0
0.06633496284484863,True,0.19999999999999996,0.0,0.984,1.0
0.08892393112182617,True,0.1,0.0,0.981,1.0
0.04675412178039551,True,0.9,0.0,0.9785,2.0
0.11006689071655273,True,0.8,0.0,0.982,2.0
0.04420304298400879,True,0.7,0.0,0.9815,2.0
0.07625198364257812,True,0.6,0.0,0.9835,2.0
0.08426809310913086,True,0.5,0.0,0.985,2.0
0.0751950740814209,True,0.4,0.0,0.985,2.0
0.0711519718170166,True,0.29999999999999993,0.0,0.9855,2.0
0.1661069393157959,True,0.19999999999999996,0.0,0.9845,2.0
0.05256009101867676,True,0.1,0.0,0.974,2.0
0.10281896591186523,True,0.9,0.0,0.951,3.0
0.04465198516845703,True,0.8,0.0,0.9765,3.0
0.0481112003326416,True,0.7,0.0,0.977,3.0
0.04566502571105957,True,0.6,0.0,0.98,3.0
0.04843497276306152,True,0.5,0.0,0.9825,3.0
0.07895088195800781,True,0.4,0.0,0.9815,3.0
0.0600888729095459,True,0.29999999999999993,0.0,0.984,3.0
0.05704092979431152,True,0.19999999999999996,0.0,0.9805,3.0
0.042021989822387695,True,0.1,0.0,0.9825,3.0
0.08357906341552734,True,0.9,0.0,0.98,4.0
0.05888795852661133,True,0.8,0.0,0.9825,4.0
0.08420395851135254,True,0.7,0.0,0.9825,4.0
0.07201504707336426,True,0.6,0.0,0.983,4.0
0.05219388008117676,True,0.5,0.0,0.983,4.0
0.07237505912780762,True,0.4,0.0,0.9825,4.0
0.05039095878601074,True,0.29999999999999993,0.0,0.9825,4.0
0.057121992111206055,True,0.19999999999999996,0.0,0.981,4.0
0.0429840087890625,True,0.1,0.0,0.9785,4.0
0.0517430305480957,True,0.9,0.0,0.975,5.0
0.056298017501831055,True,0.8,0.0,0.9825,5.0
0.053028106689453125,True,0.7,0.0,0.9835,5.0
0.060801029205322266,True,0.6,0.0,0.9835,5.0
0.04949688911437988,True,0.5,0.0,0.9825,5.0
0.04641294479370117,True,0.4,0.0,0.981,5.0
0.04819512367248535,True,0.29999999999999993,0.0,0.983,5.0
0.04485011100769043,True,0.19999999999999996,0.0,0.9825,5.0
0.05281805992126465,True,0.1,0.0,0.981,5.0
0.057192087173461914,True,0.9,0.0,0.969,6.0
0.05111217498779297,True,0.8,0.0,0.9805,6.0
0.04633307456970215,True,0.7,0.0,0.9785,6.0
0.09092998504638672,True,0.6,0.0,0.983,6.0
0.10080099105834961,True,0.5,0.0,0.9795,6.0
0.08063602447509766,True,0.4,0.0,0.98,6.0
0.07658791542053223,True,0.29999999999999993,0.0,0.978,6.0
0.05796194076538086,True,0.19999999999999996,0.0,0.9815,6.0
0.04915189743041992,True,0.1,0.0,0.9805,6.0
0.08178186416625977,True,0.9,0.0,0.968,7.0
0.052995920181274414,True,0.8,0.0,0.978,7.0
0.05971193313598633,True,0.7,0.0,0.9765,7.0
0.04961800575256348,True,0.6,0.0,0.9735,7.0
0.04497480392456055,True,0.5,0.0,0.9785,7.0
0.05106401443481445,True,0.4,0.0,0.9775,7.0
0.0428469181060791,True,0.29999999999999993,0.0,0.979,7.0
0.0790250301361084,True,0.19999999999999996,0.0,0.977,7.0
0.041773080825805664,True,0.1,0.0,0.982,7.0
0.07224893569946289,True,0.9,0.0,0.986,8.0
0.12192583084106445,True,0.8,0.0,0.979,8.0
0.05982398986816406,True,0.7,0.0,0.987,8.0
0.08332991600036621,True,0.6,0.0,0.985,8.0
0.044313907623291016,True,0.5,0.0,0.9855,8.0
0.042887210845947266,True,0.4,0.0,0.986,8.0
0.046009063720703125,True,0.29999999999999993,0.0,0.9855,8.0
0.07034182548522949,True,0.19999999999999996,0.0,0.983,8.0
0.07083606719970703,True,0.1,0.0,0.983,8.0
0.051959991455078125,True,0.9,0.0,0.9745,9.0
0.04538393020629883,True,0.8,0.0,0.98,9.0
0.050729990005493164,True,0.7,0.0,0.979,9.0
0.04325103759765625,True,0.6,0.0,0.9815,9.0
0.058830976486206055,True,0.5,0.0,0.9805,9.0
0.10074019432067871,True,0.4,0.0,0.9855,9.0
0.044901132583618164,True,0.29999999999999993,0.0,0.982,9.0
0.04849100112915039,True,0.19999999999999996,0.0,0.981,9.0
0.07584595680236816,True,0.1,0.0,0.978,9.0
0.0498349666595459,True,0.9,0.0,0.981,10.0
0.04993891716003418,True,0.8,0.0,0.9805,10.0
0.046594858169555664,True,0.7,0.0,0.983,10.0
0.04604792594909668,True,0.6,0.0,0.984,10.0
0.06962394714355469,True,0.5,0.0,0.9795,10.0
0.05094408988952637,True,0.4,0.0,0.981,10.0
0.04611515998840332,True,0.29999999999999993,0.0,0.9855,10.0
0.10018301010131836,True,0.19999999999999996,0.0,0.986,10.0
0.04945993423461914,True,0.1,0.0,0.9835,10.0
0.07435488700866699,True,0.9,0.0,0.972,11.0
0.04517102241516113,True,0.8,0.0,0.976,11.0
0.04675483703613281,True,0.7,0.0,0.979,11.0
0.046627044677734375,True,0.6,0.0,0.9795,11.0
0.04343104362487793,True,0.5,0.0,0.9795,11.0
0.04776287078857422,True,0.4,0.0,0.98,11.0
0.05170106887817383,True,0.29999999999999993,0.0,0.9805,11.0
0.045191049575805664,True,0.19999999999999996,0.0,0.9805,11.0
0.05212807655334473,True,0.1,0.0,0.978,11.0
0.06109499931335449,True,0.9,0.0,0.982,12.0
0.07043600082397461,True,0.8,0.0,0.9845,12.0
0.04709196090698242,True,0.7,0.0,0.9845,12.0
0.08455300331115723,True,0.6,0.0,0.9845,12.0
0.0818181037902832,True,0.5,0.0,0.988,12.0
0.04748892784118652,True,0.4,0.0,0.9875,12.0
0.07169008255004883,True,0.29999999999999993,0.0,0.986,12.0
0.06667494773864746,True,0.19999999999999996,0.0,0.988,12.0
0.07614016532897949,True,0.1,0.0,0.983,12.0
0.04763913154602051,True,0.9,0.0,0.9765,13.0
0.09239506721496582,True,0.8,0.0,0.97,13.0
0.047087907791137695,True,0.7,0.0,0.977,13.0
0.047753095626831055,True,0.6,0.0,0.9755,13.0
0.07186484336853027,True,0.5,0.0,0.9745,13.0
0.07715511322021484,True,0.4,0.0,0.9735,13.0
0.05095982551574707,True,0.29999999999999993,0.0,0.9755,13.0
0.04820513725280762,True,0.19999999999999996,0.0,0.978,13.0
0.06426095962524414,True,0.1,0.0,0.9785,13.0
0.05507802963256836,True,0.9,0.0,0.9725,14.0
0.06987595558166504,True,0.8,0.0,0.9675,14.0
0.05470895767211914,True,0.7,0.0,0.975,14.0
0.05681610107421875,True,0.6,0.0,0.978,14.0
0.08071112632751465,True,0.5,0.0,0.977,14.0
0.04469108581542969,True,0.4,0.0,0.978,14.0
0.04365682601928711,True,0.29999999999999993,0.0,0.979,14.0
0.047636985778808594,True,0.19999999999999996,0.0,0.981,14.0
0.07213807106018066,True,0.1,0.0,0.9785,14.0
0.08465290069580078,True,0.9,0.0,0.9765,15.0
0.04868793487548828,True,0.8,0.0,0.975,15.0
0.0555109977722168,True,0.7,0.0,0.9765,15.0
0.04804205894470215,True,0.6,0.0,0.976,15.0
0.04731297492980957,True,0.5,0.0,0.9745,15.0
0.07299399375915527,True,0.4,0.0,0.977,15.0
0.07074809074401855,True,0.29999999999999993,0.0,0.976,15.0
0.06915998458862305,True,0.19999999999999996,0.0,0.9765,15.0
0.07197213172912598,True,0.1,0.0,0.9755,15.0
0.0457768440246582,True,0.9,0.0,0.9845,16.0
0.06512212753295898,True,0.8,0.0,0.982,16.0
0.04619598388671875,True,0.7,0.0,0.984,16.0
0.045040130615234375,True,0.6,0.0,0.9855,16.0
0.048799991607666016,True,0.5,0.0,0.9875,16.0
0.04296302795410156,True,0.4,0.0,0.987,16.0
0.08968806266784668,True,0.29999999999999993,0.0,0.9825,16.0
0.09797096252441406,True,0.19999999999999996,0.0,0.9885,16.0
0.04276585578918457,True,0.1,0.0,0.988,16.0
0.11670279502868652,True,0.9,0.0,0.982,17.0
0.049172163009643555,True,0.8,0.0,0.981,17.0
0.04792499542236328,True,0.7,0.0,0.976,17.0
0.048521995544433594,True,0.6,0.0,0.9765,17.0
0.047061920166015625,True,0.5,0.0,0.975,17.0
0.046328067779541016,True,0.4,0.0,0.9745,17.0
0.04459095001220703,True,0.29999999999999993,0.0,0.9775,17.0
0.04637598991394043,True,0.19999999999999996,0.0,0.977,17.0
0.11648702621459961,True,0.1,0.0,0.9805,17.0
0.0706019401550293,True,0.9,0.0,0.9815,18.0
0.09545516967773438,True,0.8,0.0,0.9755,18.0
0.07392597198486328,True,0.7,0.0,0.978,18.0
0.050512075424194336,True,0.6,0.0,0.9825,18.0
0.04591798782348633,True,0.5,0.0,0.98,18.0
0.04798007011413574,True,0.4,0.0,0.9795,18.0
0.052520036697387695,True,0.29999999999999993,0.0,0.9775,18.0
0.10753011703491211,True,0.19999999999999996,0.0,0.9775,18.0
0.06667208671569824,True,0.1,0.0,0.9705,18.0
0.04504513740539551,True,0.9,0.0,0.9665,19.0
0.10622000694274902,True,0.8,0.0,0.975,19.0
0.05034995079040527,True,0.7,0.0,0.976,19.0
0.06508398056030273,True,0.6,0.0,0.97,19.0
0.04398298263549805,True,0.5,0.0,0.976,19.0
0.04817700386047363,True,0.4,0.0,0.976,19.0
0.04488706588745117,True,0.29999999999999993,0.0,0.9755,19.0
0.044476985931396484,True,0.19999999999999996,0.0,0.979,19.0
0.044023990631103516,True,0.1,0.0,0.9745,19.0
0.0515139102935791,True,0.9,0.0,0.9585,20.0
0.06702995300292969,True,0.8,0.0,0.9645,20.0
0.04688310623168945,True,0.7,0.0,0.9715,20.0
0.04629802703857422,True,0.6,0.0,0.9735,20.0
0.05006599426269531,True,0.5,0.0,0.974,20.0
0.09524297714233398,True,0.4,0.0,0.975,20.0
0.14031696319580078,True,0.29999999999999993,0.0,0.976,20.0
0.053915977478027344,True,0.19999999999999996,0.0,0.98,20.0
0.06823611259460449,True,0.1,0.0,0.9795,20.0
0.05301713943481445,True,0.9,0.0,0.9845,21.0
0.05958914756774902,True,0.8,0.0,0.9855,21.0
0.04853200912475586,True,0.7,0.0,0.983,21.0
0.04968881607055664,True,0.6,0.0,0.984,21.0
0.051955223083496094,True,0.5,0.0,0.9855,21.0
0.04489898681640625,True,0.4,0.0,0.986,21.0
0.0460050106048584,True,0.29999999999999993,0.0,0.986,21.0
0.043141841888427734,True,0.19999999999999996,0.0,0.9865,21.0
0.042672157287597656,True,0.1,0.0,0.985,21.0
0.04979300498962402,True,0.9,0.0,0.988,22.0
0.04431509971618652,True,0.8,0.0,0.988,22.0
0.04828000068664551,True,0.7,0.0,0.9885,22.0
0.04874610900878906,True,0.6,0.0,0.989,22.0
0.04357290267944336,True,0.5,0.0,0.988,22.0
0.04869413375854492,True,0.4,0.0,0.9895,22.0
0.04579496383666992,True,0.29999999999999993,0.0,0.9895,22.0
0.045291900634765625,True,0.19999999999999996,0.0,0.9895,22.0
0.04422307014465332,True,0.1,0.0,0.984,22.0
0.06987118721008301,True,0.9,0.0,0.9665,23.0
0.14180302619934082,True,0.8,0.0,0.959,23.0
0.1070559024810791,True,0.7,0.0,0.9655,23.0
0.05038595199584961,True,0.6,0.0,0.9745,23.0
0.0452268123626709,True,0.5,0.0,0.9725,23.0
0.06792306900024414,True,0.4,0.0,0.97,23.0
0.04585099220275879,True,0.29999999999999993,0.0,0.9775,23.0
0.04367399215698242,True,0.19999999999999996,0.0,0.98,23.0
0.04271888732910156,True,0.1,0.0,0.9765,23.0
0.04839801788330078,True,0.9,0.0,0.986,24.0
0.05055093765258789,True,0.8,0.0,0.9835,24.0
0.04665994644165039,True,0.7,0.0,0.9865,24.0
0.06334710121154785,True,0.6,0.0,0.9845,24.0
0.07480406761169434,True,0.5,0.0,0.985,24.0
