1.0,26.173,58.867,-0.1894697,125.1225
1.0,57.07397,221.404,0.08607959,122.9114
1.0,17.259,173.436,-0.1298053,125.0318
1.0,21.7794,124.9531,0.1538853,152.715
1.0,91.33997,293.5699,0.1423918,160.5402
1.0,55.375,179.222,0.1654953,111.2273
1.0,29.562,191.357,0.09901439,103.4076
1.0,145.12,208.86,-0.1760859,154.2257
1.0,38.49699,41.466,-0.1886419,123.9661
1.0,29.27699,107.251,0.1149632,107.7885
1.0,28.867,109.024,-0.1239433,97.9913
1.0,24.013,76.02,0.285099,98.91692
1.0,28.379,145.216,0.3870011,154.9975
1.0,22.3814,82.4281,-0.2814865,89.98764
1.0,123.21,456.16,-0.1518468,143.2996
1.0,20.08405,177.451,0.2578101,92.53101
1.0,32.85699,182.675,0.2204406,94.57175
1.0,0.0,115.478,0.150497,109.6315
1.0,39.54504,237.442,0.1089429,137.6333
1.0,106.798,323.756,-0.1509505,175.4021
1.0,34.082,119.828,0.2200156,138.3639
1.0,0.0,86.7108,0.420188,129.8851
1.0,48.65997,307.15,0.1756066,164.0174
1.0,23.4109,83.4714,0.1766868,98.0325
1.0,122.239,435.793,-0.1812907,168.7663
1.0,16.2456,48.3062,0.5508614,26.32639
1.0,43.89899,242.13,0.2006008,133.1948
1.0,61.43698,233.85,0.2758731,161.2433
1.0,59.52499,217.67,-0.08601014,117.0831
1.0,29.1585,125.9875,0.1910455,127.9927
1.0,50.59702,243.062,0.1863443,135.2273
1.0,60.24097,197.734,-0.1319924,132.022
1.0,26.2049,62.7079,-0.140245,113.5866
1.0,28.47198,148.376,-0.1868249,167.2337
1.0,27.0799,77.7039,-0.2509235,97.98032
1.0,20.686,84.468,0.1761782,119.9423
1.0,19.6245,49.2309,0.4302725,93.61318
1.0,49.61401,323.485,-0.1963741,162.2486
1.0,79.82401,201.754,-0.1412161,131.0716
1.0,66.96402,221.403,-0.1187778,141.6626
1.0,58.42999,134.861,0.2876077,128.6684
1.0,69.82007,369.3401,-0.1539849,151.1659
1.0,19.022,221.012,0.168945,136.8066
1.0,45.82898,221.595,0.2419124,162.71
1.0,50.12195,340.594,-0.2004177,173.5482
1.0,97.3279,83.6299,0.3004524,92.68482
1.0,62.138,244.5,-0.2045531,144.239
1.0,24.457,142.604,-0.2302375,91.75098
1.0,37.86899,197.708,0.09417659,110.7027
1.0,123.73,178.77,-0.1441443,130.352
1.0,41.8037,121.0217,-0.1792956,140.4431
1.0,32.3706,102.0206,-0.0857908,125.3724
1.0,37.9575,67.9255,-0.2099991,152.0504
1.0,36.256,90.028,-0.1349387,139.8553
1.0,23.5141,153.6969,-0.1169007,117.8439
1.0,25.043,195.966,0.1230792,105.0391
1.0,21.51999,103.0,0.2982677,124.8862
1.0,20.7173,50.1779,0.1636157,118.7613
1.0,20.5763,65.2607,0.3237194,114.1607
1.0,23.78099,129.774,0.1596782,107.5001
1.0,56.26801,188.294,-0.1361132,140.0558
1.0,23.642,151.537,-0.2189088,91.83887
1.0,31.36601,91.29401,0.2184253,142.0142
1.0,55.93298,308.106,-0.1353047,156.4504
1.0,45.746,188.873,0.09065958,129.8741
1.0,22.548,144.287,0.15148,117.9153
1.0,43.43298,201.142,-0.1850777,136.0046
1.0,19.02501,100.994,0.2232255,122.3841
1.0,29.56006,56.53003,0.2784214,164.6464
1.0,33.14001,214.8301,-0.113854,94.21469
1.0,28.3723,52.6541,-0.3765493,134.9389
1.0,22.81599,68.18298,0.2088072,162.9902
1.0,107.96,426.329,0.1836555,161.2625
1.0,25.9741,79.5938,-0.2461588,98.93889
1.0,48.3483,179.8393,-0.318316,174.3914
1.0,19.7492,45.8642,-0.1964635,134.1424
1.0,41.04199,161.264,0.1591512,111.8727
1.0,24.9733,117.708,-0.3051164,164.3772
1.0,21.8378,17.2425,-0.4093676,107.8929
1.0,90.125,105.859,0.1675169,166.9783
1.0,19.8109,86.19101,0.2891504,150.8858
1.0,133.704,423.4241,-0.1397143,168.7031
1.0,25.72598,199.071,-0.2194515,91.55596
1.0,30.9354,97.29181,-0.0967374,148.2518
1.0,29.211,176.555,0.3540535,152.2124
1.0,31.4923,71.82829,-0.1760218,123.4992
1.0,21.644,73.9961,-0.2648312,157.1783
1.0,20.8785,92.2616,0.1469187,119.0167
1.0,25.478,116.22,-0.1509489,103.902
1.0,24.42801,149.011,-0.09140104,160.8258
1.0,101.7999,143.13,0.1561447,146.4445
1.0,133.717,530.427,-0.1441823,150.1387
1.0,21.668,71.211,0.2286803,104.5063
1.0,18.82098,87.70099,0.1093747,69.35226
1.0,43.10399,205.986,0.176378,160.2271
1.0,33.0,190.282,-0.1433576,147.0817
1.0,29.858,112.33,-0.1596831,93.77798
1.0,30.45,131.288,-0.1449632,97.56283
1.0,87.06299,308.712,-0.1642287,159.7162
1.0,64.33502,177.46,0.1431059,127.2456
1.0,29.39799,145.365,-0.2487779,146.5296
1.0,24.971,86.212,0.2084478,144.791
1.0,21.882,104.326,-0.1929159,154.4893
1.0,26.32098,225.844,-0.1376455,86.96635
1.0,23.9763,60.1777,-0.392868,155.3271
1.0,36.33099,132.271,-0.1338904,104.564
1.0,22.55,99.0742,0.235968,99.85901
1.0,22.8266,77.73849,-0.1647308,122.3429
1.0,59.342,174.813,-0.2064767,157.2909
1.0,87.79102,197.525,-0.07853987,152.4239
1.0,23.5682,78.0788,-0.2331371,135.9661
1.0,27.13199,102.757,-0.2512551,95.90387
1.0,27.2091,46.9291,-0.2033886,108.4065
1.0,21.901,168.932,0.2447439,131.3683
1.0,23.48599,266.225,0.1282682,156.9778
1.0,32.022,149.33,-0.09873985,111.3344
1.0,25.48297,208.115,0.1670111,136.845
1.0,21.5758,104.7904,-0.167391,129.3687
1.0,26.77801,131.898,0.1374579,111.296
1.0,73.80501,171.091,0.1713515,155.2502
1.0,79.06,382.3521,-0.1219006,145.2937
1.0,201.17,341.52,-0.1657539,161.2845
1.0,30.41699,124.113,0.3845311,179.9615
1.0,63.22702,176.913,-0.1263382,124.4193
1.0,137.34,250.1899,-0.1590459,146.84
1.0,34.758,153.46,0.2183561,101.1032
1.0,50.754,140.167,0.3087629,156.7828
1.0,26.211,75.754,-0.2965076,164.2646
1.0,22.00301,115.296,-0.1963527,147.1009
1.0,26.7498,59.7091,0.2118464,123.219
1.0,22.20599,132.477,0.1605484,91.65759
1.0,23.99802,73.11502,0.2908404,149.7734
1.0,0.0,118.287,-0.1559274,151.5312
1.0,39.263,191.421,0.1158582,130.0993
1.0,28.23301,150.484,0.244699,92.58045
1.0,91.146,372.908,-0.2069705,145.0822
1.0,20.8704,63.3006,-0.2645898,110.8483
1.0,30.02899,136.845,0.2922238,150.3117
1.0,25.89301,166.133,0.225785,128.6079
1.0,26.8119,96.10239,-0.2364044,138.8089
1.0,121.3398,104.4128,-0.1536185,157.8045
1.0,24.51801,42.61099,0.2676385,108.4697
1.0,21.664,87.076,0.2398175,100.6033
1.0,27.0542,114.9732,-0.2867806,129.4292
1.0,36.93901,112.141,0.1312338,114.6249
1.0,25.20599,197.985,0.2347466,105.0089
1.0,27.19702,200.046,-0.1635672,139.295
1.0,50.75998,279.995,-0.1165064,157.6013
1.0,36.44098,225.614,-0.1091292,108.423
1.0,22.7167,61.42069,-0.1431142,114.5342
1.0,60.18201,156.243,0.2510956,154.3905
1.0,23.612,142.554,0.1988855,98.82353
1.0,24.069,67.991,0.207844,134.7686
1.0,45.47998,227.1801,0.1624598,122.8867
1.0,68.40991,155.49,-0.1388937,144.0769
1.0,108.469,34.21301,0.2405673,134.3593
1.0,21.07101,75.718,0.2221708,134.9142
1.0,25.44891,49.2227,0.2052755,116.5338
